"CTuid","CTdguid","CTname","CTpop_2021","CTtdwell_2021","CTurdwell_2021","CTpop_2016","CTpop_2016a","CTtdwell_2016a","CTurdwell_2016a","CTarea","CTadj","CTir_2016","CTir_2021","PRuid","CMAcode","CTcode"
"3100120.03","2021S05073100120.03","0120.03",3579,1284,1264,3243,3243,1140,1107,"16.6147","0","0","0","13","310","1450"
"3100120.05","2021S05073100120.05","0120.05",3722,1219,1205,,3423,1106,1094,"5.4986","1","0","0","13","310","4950"
"3100120.06","2021S05073100120.06","0120.06",4550,1710,1683,,4673,1666,1642,"5.0419","1","0","0","13","310","4956"
"3100130.01","2021S05073100130.01","0130.01",7364,3020,2905,7098,7098,2866,2728,"142.2077","0","0","0","13","310","4448"
"3100130.03","2021S05073100130.03","0130.03",342,134,128,325,325,136,119,"7.2574","0","0","0","13","310","0118"
"3100130.04","2021S05073100130.04","0130.04",3913,1671,1588,3843,3843,1617,1516,"281.0597","0","0","0","13","310","0183"
"3100131.01","2021S05073100131.01","0131.01",1357,586,554,1269,1269,579,521,"189.2068","0","0","0","13","310","0184"
"3100131.02","2021S05073100131.02","0131.02",1497,791,690,1408,1408,807,620,"631.3491","0","0","0","13","310","0191"
"3100140.00","2021S05073100140.00","0140.00",1325,550,529,1301,1301,536,512,"144.7702","0","0","0","13","310","4560"
"3200001.00","2021S05073200001.00","0001.00",695,460,421,583,583,442,353,"0.6294","0","0","0","13","320","0711"
"3200002.00","2021S05073200002.00","0002.00",3485,2044,1911,3270,3270,2030,1779,"1.4818","0","0","0","13","320","0708"
"3200003.00","2021S05073200003.00","0003.00",4036,2263,2119,3802,3802,2135,1942,"1.7058","0","0","0","13","320","0709"
"3200004.00","2021S05073200004.00","0004.00",6316,3045,2857,5495,5495,2886,2532,"4.5708","0","0","0","13","320","0706"
"3200005.00","2021S05073200005.00","0005.00",1604,841,660,1360,1360,906,561,"2.0287","0","0","0","13","320","0714"
"3200006.00","2021S05073200006.00","0006.00",5842,2413,2330,5780,5780,2438,2281,"13.0723","0","0","0","13","320","0716"
"3200007.00","2021S05073200007.00","0007.00",4442,2076,1945,4082,4082,2018,1774,"23.382","0","0","0","13","320","0715"
"3200008.00","2021S05073200008.00","0008.00",8529,3946,3804,7417,7467,3457,3257,"22.8882","1","0","0","13","320","0705"
"3200009.00","2021S05073200009.00","0009.00",3866,1654,1615,3930,3930,1649,1591,"8.4653","0","0","0","13","320","0717"
"3200010.00","2021S05073200010.00","0010.00",1778,921,860,1746,1746,895,808,"1.7208","0","0","0","13","320","0720"
"3200011.00","2021S05073200011.00","0011.00",5294,2470,2375,4496,4496,2180,2036,"4.8103","0","0","0","13","320","0723"
"3200012.00","2021S05073200012.00","0012.00",3742,1552,1526,3807,3807,1567,1521,"2.8536","0","0","0","13","320","0719"
"3200013.00","2021S05073200013.00","0013.00",7508,3483,3412,6574,7025,3316,3179,"23.7548","1","0","0","13","320","0718"
"3200014.00","2021S05073200014.00","0014.00",3994,1756,1708,3900,3900,1736,1611,"16.6625","0","0","0","13","320","0724"
"3200015.00","2021S05073200015.00","0015.00",1985,968,935,1978,1978,977,922,"5.8885","0","0","0","13","320","0725"
"3200016.00","2021S05073200016.00","0016.00",0,0,0,0,0,0,0,"0.0114","0","0","0","13","320","0726"
"3200017.00","2021S05073200017.00","0017.00",1070,365,355,1038,1038,323,318,"2.7198","0","0","0","13","320","0727"
"3200018.00","2021S05073200018.00","0018.00",5084,2030,1954,4837,4837,1944,1866,"751.9001","0","0","0","13","320","0728"
"3200019.00","2021S05073200019.00","0019.00",1772,726,711,1831,1831,765,731,"919.937","0","0","0","13","320","0729"
"3200020.00","2021S05073200020.00","0020.00",7519,3152,3088,7177,7177,3019,2936,"159.4404","0","0","0","13","320","0731"
"3200021.00","2021S05073200021.00","0021.00",4153,1550,1529,4174,4174,1513,1499,"21.2495","0","0","0","13","320","0732"
"3200022.00","2021S05073200022.00","0022.00",2806,1057,1042,2606,2606,998,975,"375.0195","0","0","0","13","320","0733"
"3200023.00","2021S05073200023.00","0023.00",7582,2991,2885,7572,7522,2902,2763,"302.1625","1","0","0","13","320","0734"
"3200024.00","2021S05073200024.00","0024.00",5935,2357,2270,6154,5703,2368,2195,"1443.3145","1","0","0","13","320","0736"
"3200025.00","2021S05073200025.00","0025.00",518,209,195,493,493,186,185,"3.7924","0","0","0","13","320","1397"
"3200026.00","2021S05073200026.00","0026.00",3317,1477,1348,3289,3289,1440,1292,"403.7341","0","0","0","13","320","1401"
"3200027.00","2021S05073200027.00","0027.00",486,227,204,452,452,239,192,"362.0779","0","0","0","13","320","2509"
"3200028.00","2021S05073200028.00","0028.00",610,258,251,608,608,262,247,"29.4354","0","0","0","13","320","4561"
"3200029.00","2021S05073200029.00","0029.00",2322,1243,1032,2135,2135,1281,912,"527.204","0","0","0","13","320","4564"
"3200030.00","2021S05073200030.00","0030.00",1237,579,536,1174,1174,587,514,"294.3542","0","0","0","13","320","4567"
"3200031.00","2021S05073200031.00","0031.00",1083,648,479,,930,672,412,"284.3934","1","0","0","13","320","7041"
"4080001.00","2021S05074080001.00","0001.00",3583,1863,1803,3806,3806,1887,1855,"2.0051","0","0","0","24","408","2805"
"4080002.01","2021S05074080002.01","0002.01",3159,1391,1322,3239,3239,1384,1305,"2.4683","0","0","0","24","408","4714"
"4080002.02","2021S05074080002.02","0002.02",5731,3180,3084,5673,5673,3108,2965,"4.3022","0","0","0","24","408","4715"
"4080003.01","2021S05074080003.01","0003.01",3675,1695,1646,3851,3851,1699,1651,"2.6376","0","0","0","24","408","5395"
"4080003.02","2021S05074080003.02","0003.02",2862,1321,1282,2961,2961,1323,1296,"1.7659","0","0","0","24","408","5396"
"4080004.00","2021S05074080004.00","0004.00",4039,2397,2123,3653,3653,2344,1966,"2.6049","0","0","0","24","408","2808"
"4080005.00","2021S05074080005.00","0005.00",2937,1756,1638,3078,3078,1771,1650,"1.4043","0","0","0","24","408","2809"
"4080006.00","2021S05074080006.00","0006.00",3346,2502,2144,3569,3569,2534,2233,"1.3441","0","0","0","24","408","2810"
"4080007.00","2021S05074080007.00","0007.00",2525,1357,1299,2686,2686,1354,1310,"3.4392","0","0","0","24","408","2811"
"4080008.00","2021S05074080008.00","0008.00",5134,2530,2435,5178,5178,2443,2375,"9.3514","0","0","0","24","408","2812"
"4080100.00","2021S05074080100.00","0100.00",3898,1688,1650,3684,3684,1558,1536,"8.4412","0","0","0","24","408","2813"
"4080101.00","2021S05074080101.00","0101.00",3933,2001,1934,4089,4089,2002,1918,"12.3035","0","0","0","24","408","2814"
"4080102.00","2021S05074080102.00","0102.00",2657,1259,1216,2722,2722,1250,1218,"1.3906","0","0","0","24","408","2815"
"4080103.01","2021S05074080103.01","0103.01",4161,1632,1603,,4051,1626,1612,"2.6209","1","0","0","24","408","7003"
"4080103.02","2021S05074080103.02","0103.02",3748,1538,1517,,3620,1425,1407,"12.5432","1","0","0","24","408","7004"
"4080104.00","2021S05074080104.00","0104.00",6976,3252,3128,7352,7352,3279,3161,"123.4331","0","0","0","24","408","2817"
"4080105.00","2021S05074080105.00","0105.00",3089,1730,1645,3153,3153,1734,1647,"1.2899","0","0","0","24","408","2818"
"4080106.00","2021S05074080106.00","0106.00",3184,1714,1621,3243,3243,1710,1624,"1.189","0","0","0","24","408","2819"
"4080107.02","2021S05074080107.02","0107.02",3219,1638,1541,3273,3273,1606,1487,"1.477","0","0","0","24","408","4717"
"4080107.04","2021S05074080107.04","0107.04",972,453,437,952,952,437,408,"33.5471","0","0","0","24","408","1236"
"4080107.05","2021S05074080107.05","0107.05",2880,1372,1288,,2517,1162,1071,"2.4652","1","0","0","24","408","7001"
"4080107.06","2021S05074080107.06","0107.06",5007,2539,2411,,5123,2596,2442,"5.0001","1","0","0","24","408","7002"
"4080108.00","2021S05074080108.00","0108.00",2180,1329,1216,2088,2088,1350,1210,"0.8944","0","0","0","24","408","2821"
"4080109.00","2021S05074080109.00","0109.00",2104,1270,1175,2183,2183,1252,1177,"0.6489","0","0","0","24","408","2822"
"4080110.00","2021S05074080110.00","0110.00",5619,2699,2571,5834,5834,2677,2582,"5.5705","0","0","0","24","408","2823"
"4080111.03","2021S05074080111.03","0111.03",1601,829,694,1486,1486,778,637,"84.7054","0","0","0","24","408","3821"
"4080111.04","2021S05074080111.04","0111.04",2736,1524,1241,2559,2559,1495,1136,"145.9686","0","0","0","24","408","3834"
"4080120.01","2021S05074080120.01","0120.01",3497,1436,1390,3461,3461,1428,1370,"79.6556","0","0","0","24","408","4718"
"4080120.03","2021S05074080120.03","0120.03",6376,2609,2535,5757,5757,2286,2202,"189.3768","0","0","0","24","408","3812"
"4080120.04","2021S05074080120.04","0120.04",1067,472,463,1147,1147,484,469,"22.6334","0","0","0","24","408","3816"
"4080120.05","2021S05074080120.05","0120.05",1313,572,563,1650,1650,663,641,"20.0933","0","0","0","24","408","3820"
"4080130.00","2021S05074080130.00","0130.00",4005,1849,1795,4105,4105,1856,1810,"3.9545","0","0","0","24","408","2826"
"4080131.00","2021S05074080131.00","0131.00",4524,1992,1951,4505,4505,1880,1840,"7.2099","0","0","0","24","408","2827"
"4080132.00","2021S05074080132.00","0132.00",3213,1433,1383,3379,3379,1427,1394,"1.9759","0","0","0","24","408","2828"
"4080133.00","2021S05074080133.00","0133.00",3837,1760,1695,3954,3954,1757,1711,"2.5078","0","0","0","24","408","2829"
"4080140.00","2021S05074080140.00","0140.00",5326,2439,2372,4521,4521,2000,1930,"101.6454","0","0","0","24","408","2830"
"4080150.00","2021S05074080150.00","0150.00",6309,2707,2596,6376,6376,2685,2538,"229.9057","0","0","0","24","408","2831"
"4080160.00","2021S05074080160.00","0160.00",6437,3072,2962,6627,6627,3085,2970,"83.6071","0","0","0","24","408","4464"
"4080161.00","2021S05074080161.00","0161.00",2452,1155,1116,2495,2495,1136,1100,"47.5443","0","0","0","24","408","4465"
"4080162.00","2021S05074080162.00","0162.00",6209,3039,2917,6403,6403,3021,2925,"57.4018","0","0","0","24","408","4466"
"4080163.00","2021S05074080163.00","0163.00",3180,1461,1349,3189,3189,1431,1306,"76.3914","0","0","0","24","408","4467"
"4080164.00","2021S05074080164.00","0164.00",2061,998,921,2071,2071,1008,887,"351.9125","0","0","0","24","408","4468"
"4080165.00","2021S05074080165.00","0165.00",1109,819,548,956,956,771,430,"233.1554","0","0","0","24","408","2545"
"4080166.00","2021S05074080166.00","0166.00",434,261,217,439,439,333,200,"116.6111","0","0","0","24","408","2546"
"4080167.00","2021S05074080167.00","0167.00",2996,2250,1381,2768,2768,2102,1200,"398.2471","0","0","0","24","408","2549"
"4080168.00","2021S05074080168.00","0168.00",784,383,344,736,736,354,311,"62.1254","0","0","0","24","408","2550"
"4080169.00","2021S05074080169.00","0169.00",851,491,384,818,818,477,366,"189.6725","0","0","0","24","408","4705"
"4080170.00","2021S05074080170.00","0170.00",632,319,263,,540,346,221,"383.0936","1","0","0","24","408","7051"
"4210001.01","2021S05074210001.01","0001.01",5058,3041,2761,4927,4927,3071,2838,"1.0148","0","0","0","24","421","5958"
"4210001.02","2021S05074210001.02","0001.02",3606,1957,1788,3673,3673,1928,1728,"0.5516","0","0","0","24","421","5959"
"4210002.00","2021S05074210002.00","0002.00",1640,962,905,1450,1450,853,803,"1.3811","0","0","0","24","421","0119"
"4210003.00","2021S05074210003.00","0003.00",7154,4470,4123,7022,7022,4268,3951,"0.9632","0","0","0","24","421","0120"
"4210004.00","2021S05074210004.00","0004.00",578,406,366,578,578,403,365,"0.5538","0","0","0","24","421","0121"
"4210005.00","2021S05074210005.00","0005.00",3440,2294,2063,3495,3495,2310,2043,"0.6836","0","0","0","24","421","0122"
"4210006.00","2021S05074210006.00","0006.00",4964,3076,2896,4905,4905,3037,2818,"0.4278","0","0","0","24","421","0123"
"4210007.00","2021S05074210007.00","0007.00",2472,1506,1411,2226,2226,1383,1285,"0.3396","0","0","0","24","421","0124"
"4210008.00","2021S05074210008.00","0008.00",1446,965,889,1447,1447,942,863,"0.2218","0","0","0","24","421","0125"
"4210009.00","2021S05074210009.00","0009.00",2029,1385,1290,2155,2155,1370,1305,"0.3656","0","0","0","24","421","0126"
"4210010.00","2021S05074210010.00","0010.00",2716,1598,1492,2596,2596,1497,1418,"0.2625","0","0","0","24","421","0127"
"4210011.00","2021S05074210011.00","0011.00",1617,1124,1041,1632,1632,1111,1032,"0.1308","0","0","0","24","421","0128"
"4210012.00","2021S05074210012.00","0012.00",2657,1633,1501,2598,2598,1492,1370,"0.2311","0","0","0","24","421","0129"
"4210013.00","2021S05074210013.00","0013.00",1498,917,854,1457,1457,892,842,"0.1324","0","0","0","24","421","0130"
"4210014.00","2021S05074210014.00","0014.00",1979,1573,1295,2086,2086,1481,1360,"0.1206","0","0","0","24","421","0131"
"4210015.00","2021S05074210015.00","0015.00",4341,3065,2729,4394,4394,2954,2622,"1.0965","0","0","0","24","421","0132"
"4210016.00","2021S05074210016.00","0016.00",2372,2174,1551,2448,2448,2168,1467,"0.6786","0","0","0","24","421","0133"
"4210017.00","2021S05074210017.00","0017.00",66,59,41,61,61,53,42,"0.0809","0","0","0","24","421","0134"
"4210018.00","2021S05074210018.00","0018.00",1070,866,695,1154,1154,857,731,"0.1339","0","0","0","24","421","0135"
"4210019.00","2021S05074210019.00","0019.00",2581,1920,1663,2628,2628,1900,1719,"0.156","0","0","0","24","421","0136"
"4210020.00","2021S05074210020.00","0020.00",3207,2345,2042,3277,3277,2261,2063,"0.2611","0","0","0","24","421","0137"
"4210021.00","2021S05074210021.00","0021.00",2335,1681,1438,1682,1682,1172,1088,"0.4363","0","0","0","24","421","0138"
"4210022.00","2021S05074210022.00","0022.00",2346,1682,1540,2343,2343,1680,1554,"0.3293","0","0","0","24","421","0139"
"4210023.00","2021S05074210023.00","0023.00",493,316,297,510,510,320,304,"0.1441","0","0","0","24","421","0140"
"4210024.00","2021S05074210024.00","0024.00",943,801,655,953,953,787,645,"0.267","0","0","0","24","421","0141"
"4210025.00","2021S05074210025.00","0025.00",716,673,487,710,710,673,488,"0.7247","0","0","0","24","421","0142"
"4210026.00","2021S05074210026.00","0026.00",5032,3132,2964,4878,4878,2906,2775,"1.6062","0","0","0","24","421","0143"
"4210027.00","2021S05074210027.00","0027.00",2222,1401,1316,2079,2079,1286,1220,"0.4147","0","0","0","24","421","0144"
"4210028.00","2021S05074210028.00","0028.00",1534,1061,964,1669,1669,1054,1017,"1.6978","0","0","0","24","421","0145"
"4210029.00","2021S05074210029.00","0029.00",2323,1544,1384,2369,2369,1385,1343,"0.3102","0","0","0","24","421","0146"
"4210030.00","2021S05074210030.00","0030.00",3041,1881,1719,3369,3369,1884,1765,"0.3632","0","0","0","24","421","0147"
"4210031.00","2021S05074210031.00","0031.00",2542,1566,1439,2531,2531,1544,1458,"0.9309","0","0","0","24","421","0148"
"4210032.00","2021S05074210032.00","0032.00",1913,1107,1052,1550,1550,820,786,"1.2979","0","0","0","24","421","0149"
"4210033.01","2021S05074210033.01","0033.01",3531,2241,2137,3491,3491,2243,2068,"0.6244","0","0","0","24","421","3076"
"4210033.02","2021S05074210033.02","0033.02",3360,1984,1866,3422,3422,1985,1859,"0.4893","0","0","0","24","421","3077"
"4210034.00","2021S05074210034.00","0034.00",4313,2671,2525,4449,4449,2684,2549,"0.6062","0","0","0","24","421","0151"
"4210035.00","2021S05074210035.00","0035.00",1910,1283,1150,2014,2014,1196,1126,"0.3352","0","0","0","24","421","0152"
"4210036.00","2021S05074210036.00","0036.00",4822,2961,2793,4897,4897,2953,2766,"0.7733","0","0","0","24","421","0153"
"4210037.00","2021S05074210037.00","0037.00",3742,2406,2186,4004,4004,2393,2163,"0.7037","0","0","0","24","421","0154"
"4210038.01","2021S05074210038.01","0038.01",3265,1566,1479,3271,3271,1573,1486,"0.4242","0","0","0","24","421","3078"
"4210038.02","2021S05074210038.02","0038.02",2532,1564,1441,2656,2656,1574,1477,"0.4683","0","0","0","24","421","3079"
"4210039.01","2021S05074210039.01","0039.01",6382,3057,2959,6539,6539,2954,2917,"7.5505","0","0","0","24","421","2655"
"4210039.02","2021S05074210039.02","0039.02",5009,2813,2664,5077,5077,2746,2667,"1.2906","0","0","0","24","421","2760"
"4210040.01","2021S05074210040.01","0040.01",4217,1901,1849,4260,4260,1911,1873,"2.2643","0","0","0","24","421","2478"
"4210040.04","2021S05074210040.04","0040.04",679,293,278,775,775,301,291,"3.0286","0","0","0","24","421","4612"
"4210040.05","2021S05074210040.05","0040.05",5173,2319,2236,,4549,1846,1822,"1.6214","1","0","0","24","421","6336"
"4210040.06","2021S05074210040.06","0040.06",3772,2141,2023,,3728,2113,1998,"1.2244","1","0","0","24","421","6337"
"4210041.03","2021S05074210041.03","0041.03",1184,497,488,1184,1184,485,469,"13.8381","0","0","0","24","421","2482"
"4210041.04","2021S05074210041.04","0041.04",6640,2824,2771,6222,6222,2670,2562,"7.8743","0","0","0","24","421","4370"
"4210041.06","2021S05074210041.06","0041.06",4951,2007,1968,4379,4379,1647,1627,"2.65","0","0","0","24","421","5038"
"4210041.07","2021S05074210041.07","0041.07",2238,1126,1066,2319,2319,1069,1048,"0.8565","0","0","0","24","421","5027"
"4210041.08","2021S05074210041.08","0041.08",2451,1230,1195,2532,2532,1171,1155,"1.0969","0","0","0","24","421","5790"
"4210041.09","2021S05074210041.09","0041.09",2981,1254,1177,2524,2524,1202,1182,"3.4908","0","0","0","24","421","5791"
"4210041.10","2021S05074210041.10","0041.10",5133,2697,2543,,4651,2252,2189,"2.0269","1","0","0","24","421","6328"
"4210041.11","2021S05074210041.11","0041.11",4213,2194,2042,,4301,2055,2011,"2.031","1","0","0","24","421","6329"
"4210041.12","2021S05074210041.12","0041.12",4036,1745,1702,,4126,1739,1731,"1.5517","1","0","0","24","421","6332"
"4210041.13","2021S05074210041.13","0041.13",5050,2268,2203,,4823,2060,1955,"1.5622","1","0","0","24","421","6333"
"4210100.00","2021S05074210100.00","0100.00",1971,1072,1015,1720,1720,907,866,"2.2608","0","0","0","24","421","0159"
"4210101.00","2021S05074210101.00","0101.00",6388,1829,1744,4706,4706,1737,1672,"2.4801","0","0","0","24","421","0160"
"4210102.00","2021S05074210102.00","0102.00",1885,905,854,1845,1845,914,838,"0.4116","0","0","0","24","421","0161"
"4210103.00","2021S05074210103.00","0103.00",3240,1611,1511,3180,3180,1429,1357,"1.4954","0","0","0","24","421","0162"
"4210110.00","2021S05074210110.00","0110.00",5002,1895,1801,4273,4273,1737,1642,"1.6829","0","0","0","24","421","0163"
"4210111.00","2021S05074210111.00","0111.00",4643,2260,2130,4527,4527,2222,2120,"2.2429","0","0","0","24","421","0164"
"4210112.01","2021S05074210112.01","0112.01",5652,2817,2685,5319,5319,2746,2592,"3.0253","0","0","0","24","421","3080"
"4210112.02","2021S05074210112.02","0112.02",4086,2236,2111,4059,4059,2234,2079,"0.704","0","0","0","24","421","3081"
"4210113.01","2021S05074210113.01","0113.01",7275,4509,4268,6985,6985,4158,4042,"1.6332","0","0","0","24","421","3082"
"4210113.02","2021S05074210113.02","0113.02",7346,3252,3140,7197,7197,3187,3090,"4.1859","0","0","0","24","421","3083"
"4210114.00","2021S05074210114.00","0114.00",6571,3667,3408,6085,6085,3380,3196,"1.574","0","0","0","24","421","0167"
"4210115.00","2021S05074210115.00","0115.00",5082,3639,2948,3308,3308,2241,1773,"2.3625","0","0","0","24","421","0168"
"4210116.01","2021S05074210116.01","0116.01",5479,4296,3098,,4914,4088,2753,"1.6377","1","0","0","24","421","6324"
"4210116.02","2021S05074210116.02","0116.02",3269,2069,1634,,3151,1998,1500,"1.611","1","0","0","24","421","6325"
"4210117.01","2021S05074210117.01","0117.01",3568,1798,1569,2978,2978,1591,1295,"2.1301","0","0","0","24","421","2095"
"4210117.02","2021S05074210117.02","0117.02",5246,3848,3211,4788,4788,3035,2772,"0.8037","0","0","0","24","421","2097"
"4210118.00","2021S05074210118.00","0118.00",6556,3458,3192,6201,6201,3358,3044,"4.4878","0","0","0","24","421","0171"
"4210119.02","2021S05074210119.02","0119.02",4530,2120,2065,4574,4574,2123,2077,"41.5052","0","0","0","24","421","4373"
